numMajors,Rank,School,Grad Rate,2013cost,all_20netroi,all_annualroi,2013cost_aid,all_20netroi_aid,all_annualroi_aid,art_20netroi,art_annualroi,art_20netroi_aid,art_annualroi_aid,bus_20netroi,bus_annualroi,bus_20netroi_aid,bus_annualroi_aid,cs_20netroi,cs_annualroi,cs_20netroi_aid,cs_annualroi_aid,econ_20netroi,econ_annualroi,econ_20netroi_aid,econ_annualroi_aid,edu_20netroi,edu_annualroi,edu_20netroi_aid,edu_annualroi_aid,eng_20netroi,eng_annualroi,eng_20netroi_aid,eng_annualroi_aid,humanities_20netroi,humanities_annualroi,humanities_20netroi_aid,humanities_annualroi_aid,lifesci_20netroi,lifesci_annualroi,lifesci_20netroi_aid,lifesci_annualroi_aid,math_20netroi,math_annualroi,math_20netroi_aid,math_annualroi_aid,nurse_20netroi,nurse_annualroi,nurse_20netroi_aid,nurse_annualroi_aid,polisci_20netroi,polisci_annualroi,polisci_20netroi_aid,polisci_annualroi_aid,social_20netroi,social_annualroi,social_20netroi_aid,social_annualroi_aid
7,95,University of California - Irvine (UCI) (In-State),0.86,119300,488900,0.087,50860,557300,0.134,42900,0.017,111400,0.061,636100,0.098,704600,0.146,929100,0.117,997600,0.165,,,,,,,,,740400,0.106,808900,0.154,360600,0.074,429100,0.121,313700,0.068,382200,0.115,,,,,,,,,226300,0.056,294800,0.102,,,,
1,96,Bryant University ,0.8,198700,486300,0.066,132700,552300,0.087,,,,,464000,0.064,530000,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,97,University of Massachusetts (UMass) - Lowell Campus (Out-Of-State),0.54,160400,486200,0.074,124400,522100,0.088,,,,,289100,0.055,325100,0.068,,,,,,,,,,,,,729300,0.091,765300,0.105,,,,,,,,,,,,,,,,,,,,,,,,
8,98,University of Illinois at Urbana-Champaign (UIUC) (Out-Of-State),0.84,172600,482200,0.071,124600,530200,0.088,105200,0.026,153200,0.043,541900,0.075,589900,0.093,813000,0.093,860900,0.111,480800,0.071,528800,0.088,,,,,694800,0.086,742800,0.104,138200,0.032,186100,0.048,411000,0.065,459000,0.082,,,,,,,,,272600,0.05,320600,0.067,,,,
0,99,University of Alaska - Fairbanks Campus (In-State),0.31,78200,479300,0.105,52370,505100,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,100,San Jose State University (SJSU) (In-State),0.47,113700,477700,0.088,65540,525900,0.118,267100,0.064,315300,0.094,470600,0.087,518800,0.117,,,,,,,,,,,,,801400,0.112,849600,0.143,450700,0.085,498800,0.115,487900,0.089,536100,0.119,,,,,,,,,429700,0.083,477800,0.113,,,,
10,101,University of Washington (UW) - Main Campus (In-State),0.81,99430,477100,0.094,37640,538900,0.148,143100,0.047,204900,0.099,595000,0.104,656800,0.159,1134000,0.136,1196000,0.193,507200,0.096,569000,0.151,,,,,768900,0.116,830700,0.172,219500,0.062,281300,0.115,275900,0.07,337700,0.124,548000,0.1,609800,0.155,556000,0.101,617800,0.155,497600,0.096,559400,0.15,,,,
2,102,Villanova University ,0.88,217400,475200,0.061,117500,575200,0.095,,,,,595100,0.07,695100,0.103,570900,0.068,670800,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,103,Southern Polytechnic State University (In-State),0.35,82730,473800,0.102,52730,503800,0.127,,,,,,,,,607300,0.114,637300,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,104,University of Alabama - Huntsville Campus (In-State),0.47,97840,472200,0.094,58040,512000,0.123,,,,,214100,0.061,253900,0.089,512900,0.098,552700,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,105,University of California - Los Angeles (UCLA) (In-State),0.92,126900,469000,0.082,55480,540400,0.128,227400,0.054,298800,0.099,589900,0.092,661300,0.138,1105000,0.122,1177000,0.17,702600,0.1,774100,0.147,,,,,876200,0.111,947600,0.158,303700,0.065,375100,0.11,407900,0.076,479400,0.122,,,,,,,,,212400,0.052,283800,0.097,,,,
2,106,University of Mary Washington (In-State),0.76,83830,464800,0.1,59060,489500,0.12,,,,,654000,0.117,678700,0.136,824000,0.128,848700,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,107,University of Minnesota - Twin Cities (In-State),0.73,102000,462700,0.091,70660,494100,0.111,171800,0.052,203100,0.072,551500,0.099,582800,0.119,756400,0.114,787800,0.135,333900,0.077,365200,0.097,,,,,652700,0.107,684000,0.128,,,,,,,,,,,,,,,,,140000,0.046,171300,0.065,,,,
3,108,Wentworth Institute of Technology ,0.64,169200,460100,0.07,118300,511000,0.089,54200,0.016,105100,0.034,515800,0.074,566700,0.094,657800,0.084,708600,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,109,University of California - Santa Barbara (UCSB) (In-State),0.8,127000,459600,0.081,49980,536600,0.133,109400,0.033,186300,0.083,572300,0.091,649300,0.143,954200,0.115,1031000,0.168,681600,0.099,758500,0.151,,,,,798500,0.106,875500,0.159,403500,0.076,480500,0.127,349200,0.07,426200,0.121,,,,,,,,,,,,,,,,
4,110,SUNY - Binghamton University (Out-Of-State),0.79,119600,458800,0.084,93260,485200,0.097,,,,,536900,0.091,563200,0.104,869600,0.113,896000,0.127,1003000,0.12,1030000,0.134,,,,,,,,,158200,0.045,184500,0.058,,,,,,,,,,,,,,,,,,,,
4,111,North Carolina State University (NCSU) (In-State),0.71,83470,456000,0.1,41170,498300,0.139,,,,,395400,0.093,437700,0.132,800700,0.127,843000,0.168,,,,,,,,,641700,0.116,684000,0.156,,,,,242700,0.072,285000,0.111,,,,,,,,,,,,,,,,
0,112,University of the Pacific ,0.58,222200,455100,0.059,130600,546600,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,113,California State Polytechnic University - Pomona (Out-Of-State),0.51,153400,454800,0.073,107700,500500,0.092,,,,,346600,0.063,392200,0.082,678500,0.09,724200,0.109,,,,,,,,,637100,0.087,682700,0.107,,,,,,,,,,,,,,,,,,,,,,,,
0,114,Catholic University of America ,0.67,209900,454500,0.061,136200,528200,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115,Prairie View A & M University (Out-Of-State),0.36,127800,454100,0.08,88920,493000,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666000,0.097,704900,0.117,,,,,,,,
5,116 (tie),University of Virginia (UVA) - Main Campus (Out-Of-State),0.93,191600,453400,0.064,123100,521800,0.088,,,,,735800,0.084,804200,0.108,1142000,0.104,1210000,0.128,603800,0.076,672200,0.1,,,,,832100,0.089,900500,0.114,169900,0.034,238400,0.057,,,,,,,,,,,,,,,,,,,,
1,116 (tie),Louisiana Tech University (In-State),0.47,73890,453400,0.105,40350,487000,0.139,,,,,,,,,,,,,,,,,,,,,856500,0.137,890000,0.172,,,,,,,,,,,,,,,,,,,,,,,,
0,118,West Virginia University Institute of Technology (WVU Tech) (In-State),0.24,75920,452200,0.104,42220,485900,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,119,University of California - San Diego (UCSD) (Out-Of-State),0.86,221400,450500,0.059,151600,520300,0.079,241200,0.039,311000,0.059,478100,0.061,547800,0.081,990500,0.09,1060000,0.111,388600,0.054,458400,0.074,,,,,844600,0.084,914400,0.104,,,,,267700,0.042,337500,0.062,,,,,,,,,125900,0.024,195700,0.044,,,,
0,120,"Union College - Schenectady, NY ",0.83,225000,449200,0.058,129000,545100,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,121,Wagner College ,0.66,195000,448800,0.063,114700,529200,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,122,University of Florida (UF) (In-State),0.85,77600,448600,0.102,51490,474700,0.125,88860,0.041,115000,0.062,419000,0.099,445200,0.122,729300,0.126,755400,0.149,231700,0.073,257800,0.096,,,,,724600,0.126,750700,0.149,,,,,,,,,,,,,,,,,,,,,,,,
1,123,Hofstra University ,0.61,207500,448000,0.061,130600,524900,0.086,,,,,513400,0.066,590300,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124,Stony Brook University (In-State),0.7,86880,447600,0.097,56960,477500,0.12,,,,,330100,0.083,360000,0.106,751800,0.122,781700,0.146,428600,0.095,458500,0.118,,,,,,,,,,,,,497800,0.102,527700,0.125,,,,,,,,,,,,,,,,
8,125,Rutgers University - New Brunswick Campus (In-State),0.79,119300,446400,0.083,70150,495600,0.112,187700,0.05,236900,0.078,771800,0.108,821000,0.137,671500,0.101,720700,0.131,724300,0.105,773400,0.134,,,,,759100,0.107,808200,0.137,80450,0.028,129600,0.055,347200,0.072,396400,0.101,,,,,,,,,269400,0.063,318600,0.091,,,,
0,126,Oregon Institute of Technology (OIT) (In-State),0.49,88870,444000,0.095,63920,469000,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,127,"University of Maryland, Baltimore County (UMBC) (In-State)",0.61,102500,442700,0.089,67020,478200,0.112,,,,,207500,0.059,243000,0.081,730300,0.112,765700,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,128,University of Minnesota - Twin Cities (Out-Of-State),0.73,122400,442300,0.081,91100,473600,0.097,151300,0.043,182700,0.058,531000,0.089,562400,0.105,736000,0.104,767300,0.121,313400,0.067,344700,0.083,,,,,632300,0.097,663600,0.113,,,,,,,,,,,,,,,,,119500,0.036,150900,0.052,,,,
8,129,Purdue University - Main Campus (Out-Of-State),0.69,177200,440400,0.066,132700,484900,0.082,16690,0.006,61160,0.021,355000,0.058,399500,0.074,460300,0.068,504700,0.083,,,,,-138000,-0.071,-93400,-0.057,679700,0.084,724200,0.1,,,,,293600,0.052,338000,0.067,,,,,254300,0.047,298700,0.062,133700,0.03,178100,0.045,,,,
3,130,Northwestern University ,0.93,234500,439500,0.056,112100,561900,0.096,-87800,-0.022,34610,0.015,434500,0.056,556900,0.095,884600,0.083,1007000,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,131,College of the Holy Cross ,0.93,216000,439000,0.059,90910,564100,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,132 (tie),LeTourneau University ,0.61,150900,436000,0.072,93640,493300,0.098,,,,,375100,0.066,432400,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,132 (tie),James Madison University (JMU) (Out-Of-State),0.8,142300,436000,0.074,112500,465800,0.087,177100,0.043,206800,0.055,550300,0.084,580000,0.097,783700,0.1,813400,0.113,,,,,,,,,,,,,84410,0.025,114100,0.037,,,,,,,,,,,,,,,,,,,,
2,134,University of Texas at Dallas (In-State),0.64,99520,435400,0.089,35690,499300,0.147,,,,,245500,0.066,309300,0.122,748400,0.115,812200,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,135,University of California - Davis (UC Davis) (In-State),0.81,129900,433900,0.078,58310,505400,0.122,132200,0.037,203700,0.08,478000,0.082,549500,0.126,866700,0.109,938300,0.154,442300,0.079,513800,0.123,,,,,777400,0.104,849000,0.149,236500,0.055,308100,0.098,469500,0.081,541100,0.125,,,,,,,,,,,,,,,,
0,136,University of Richmond ,0.83,217600,432600,0.058,86850,563300,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,137,Clemson University (In-State),0.82,111100,430400,0.084,70740,470800,0.109,,,,,310400,0.071,350800,0.095,674500,0.105,714900,0.13,,,,,,,,,655100,0.103,695500,0.128,,,,,,,,,,,,,,,,,,,,,,,,
1,138,"Saint John's University (SJU) - Collegeville, MN ",0.77,177200,429500,0.065,90980,515700,0.101,,,,,317400,0.054,403600,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,139 (tie),Lake Forest College ,0.7,197000,429200,0.061,96340,529900,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,139 (tie),University of Maryland - College Park (Out-Of-State),0.82,167700,429200,0.067,138700,458200,0.077,83650,0.022,112700,0.032,513400,0.074,542400,0.085,993500,0.103,1023000,0.114,530500,0.076,559500,0.086,,,,,815700,0.094,844700,0.105,64930,0.018,93940,0.028,176800,0.038,205800,0.048,,,,,,,,,356700,0.06,385700,0.07,,,,
0,141,Brandeis University ,0.9,224300,429100,0.057,88730,564700,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,142,University of Connecticut (UConn) - Main Campus (In-State),0.82,104000,428300,0.087,60770,471500,0.116,,,,,494500,0.093,537700,0.123,607100,0.103,650300,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251000,0.065,294200,0.094,,,,
4,143,University of Delaware (In-State),0.82,95540,428000,0.091,63410,460200,0.113,,,,,474000,0.095,506100,0.118,778800,0.119,810900,0.142,,,,,,,,,,,,,315100,0.077,347200,0.1,,,,,,,,,,,,,322800,0.078,354900,0.101,,,,
9,144,University of Michigan - Ann Arbor (Out-Of-State),0.91,206000,426700,0.059,150300,482300,0.076,125800,0.026,181400,0.042,434500,0.06,490200,0.077,888400,0.089,944100,0.106,505900,0.066,561600,0.083,,,,,673000,0.077,728700,0.094,222400,0.039,278100,0.055,58000,0.014,113700,0.03,,,,,382900,0.056,438600,0.072,269700,0.044,325400,0.061,,,,
0,145,University of Alaska - Fairbanks Campus (Out-Of-State),0.31,130900,426600,0.077,105000,452400,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,146,University of Alabama - Huntsville Campus (Out-Of-State),0.47,146800,423300,0.072,107000,463100,0.089,,,,,165200,0.04,205000,0.057,464000,0.076,503800,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,147,George Mason University (Out-Of-State),0.66,170500,422500,0.066,137300,455800,0.078,118700,0.028,152000,0.04,423400,0.066,456600,0.078,664000,0.084,697200,0.096,,,,,,,,,,,,,468700,0.07,501900,0.082,,,,,,,,,316000,0.056,349200,0.067,,,,,,,,
2,148 (tie),Georgetown University - Washington D.C. ,0.93,231800,422200,0.055,101900,552100,0.099,,,,,,,,,,,,,944400,0.086,1074000,0.132,,,,,,,,,,,,,,,,,,,,,,,,,304600,0.045,434500,0.088,,,,
1,148 (tie),Louisiana Tech University (Out-Of-State),0.47,105100,422200,0.086,71570,455700,0.107,,,,,,,,,,,,,,,,,,,,,825200,0.117,858800,0.139,,,,,,,,,,,,,,,,,,,,,,,,
6,150,San Jose State University (SJSU) (Out-Of-State),0.47,171000,420500,0.066,122800,468600,0.084,209900,0.043,258100,0.06,413400,0.065,461500,0.083,,,,,,,,,,,,,744200,0.089,792300,0.107,393400,0.063,441600,0.081,430700,0.067,478800,0.084,,,,,,,,,372400,0.061,420600,0.079,,,,
1,151,Southern Polytechnic State University (Out-Of-State),0.35,136400,420200,0.075,106400,450200,0.088,,,,,,,,,553600,0.086,583600,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,152,Pennsylvania State University (Penn State) - Main Campus (In-State),0.86,128200,420100,0.077,93320,455000,0.094,210500,0.051,245400,0.068,414900,0.077,449700,0.094,775200,0.104,810100,0.122,,,,,-39000,-0.016,-4150,-0.001,642400,0.096,677200,0.113,,,,,,,,,,,,,459500,0.081,494400,0.098,301600,0.064,336400,0.081,,,,
2,153,The College of William and Mary (Out-Of-State),0.9,188400,419200,0.062,129600,478000,0.082,,,,,,,,,786300,0.087,845100,0.108,,,,,,,,,,,,,43740,0.012,102500,0.031,,,,,,,,,,,,,,,,,,,,
2,154,University of Chicago ,0.92,238300,418300,0.054,124000,532500,0.089,,,,,,,,,,,,,896000,0.083,1010000,0.119,,,,,,,,,-105000,-0.027,9747,0.005,,,,,,,,,,,,,,,,,,,,
1,155,Gonzaga University ,0.81,182400,417500,0.063,112900,486900,0.089,,,,,470500,0.068,539900,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,156,University of Mary Washington (Out-Of-State),0.76,132500,416100,0.075,107700,440900,0.087,,,,,605300,0.091,630100,0.103,775300,0.103,800100,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,157,Rutgers University - Main Campus (In-State),0.61,125700,414800,0.077,74750,465800,0.106,,,,,488100,0.084,539100,0.113,847800,0.11,898800,0.139,251700,0.058,302700,0.086,,,,,,,,,,,,,351100,0.071,402100,0.099,,,,,,,,,,,,,,,,
0,158,West Virginia University Institute of Technology (WVU Tech) (Out-Of-State),0.24,114100,414100,0.081,80360,447800,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,159,The College of New Jersey (TCNJ) (In-State),0.87,115700,412700,0.081,76770,451600,0.103,,,,,508800,0.09,547600,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,160,Drexel University ,0.65,243100,412400,0.053,164700,490800,0.073,126400,0.023,204900,0.043,337500,0.046,416000,0.067,560000,0.063,638500,0.084,,,,,,,,,596500,0.066,675000,0.087,,,,,,,,,,,,,,,,,,,,,,,,
2,161,California State University - Chico (In-State),0.57,103600,410700,0.085,56010,458300,0.119,,,,,543500,0.098,591100,0.132,,,,,,,,,,,,,696400,0.109,744000,0.144,,,,,,,,,,,,,,,,,,,,,,,,
4,162,Rochester Institute of Technology (RIT) ,0.62,202100,410200,0.059,118900,493300,0.087,124500,0.026,207700,0.054,233200,0.041,316400,0.069,808900,0.086,892100,0.115,,,,,,,,,529500,0.068,612700,0.097,,,,,,,,,,,,,,,,,,,,,,,,
6,163,University of Houston (UH) (In-State),0.46,98320,409300,0.087,55310,452300,0.119,-8900,-0.003,34110,0.026,413700,0.088,456700,0.12,888800,0.124,931800,0.157,,,,,,,,,751200,0.116,794200,0.148,247800,0.067,290800,0.098,41950,0.02,84960,0.049,,,,,,,,,,,,,,,,
4,164,Stony Brook University (Out-Of-State),0.7,125800,408700,0.077,95840,438600,0.091,,,,,291200,0.063,321100,0.078,712900,0.101,742800,0.116,389700,0.075,419600,0.09,,,,,,,,,,,,,458900,0.082,488900,0.096,,,,,,,,,,,,,,,,
2,165,University of Wisconsin (UW) - Platteville Campus (In-State),0.52,73650,407200,0.1,57460,423400,0.114,,,,,338200,0.092,354400,0.105,,,,,,,,,,,,,539200,0.114,555400,0.127,,,,,,,,,,,,,,,,,,,,,,,,
6,166,Boston University ,0.84,227400,406000,0.054,131000,502400,0.084,288600,0.044,384900,0.073,451700,0.058,548000,0.088,888700,0.085,985100,0.115,,,,,,,,,712000,0.075,808300,0.105,66010,0.014,162400,0.043,,,,,,,,,,,,,146300,0.027,242700,0.056,,,,
2,167,North Dakota State University (NDSU) (In-State),0.53,82320,405300,0.095,61940,425600,0.11,,,,,,,,,473600,0.102,494000,0.118,,,,,,,,,639700,0.116,660100,0.132,,,,,,,,,,,,,,,,,,,,,,,,
6,168,University of Arizona (In-State),0.61,99640,403900,0.086,55860,447600,0.118,12530,0.008,56310,0.037,440400,0.09,484200,0.122,,,,,,,,,,,,,743000,0.114,786800,0.147,82730,0.032,126500,0.063,298900,0.074,342700,0.105,,,,,,,,,257800,0.068,301600,0.099,,,,
10,169,University of Washington (UW) - Main Campus (Out-Of-State),0.81,173600,402900,0.064,111800,464700,0.087,68920,0.019,130700,0.041,520800,0.074,582600,0.097,1060000,0.105,1121000,0.129,433000,0.066,494800,0.09,,,,,694800,0.086,756500,0.11,145400,0.033,207100,0.056,201700,0.041,263500,0.064,473800,0.07,535600,0.094,481800,0.07,543600,0.094,423400,0.065,485200,0.089,,,,
4,170,University of Texas at Arlington (UTA) (In-State),0.4,97410,402500,0.087,52570,447300,0.121,-32600,-0.019,12230,0.012,295200,0.074,340000,0.108,,,,,,,,,,,,,638600,0.108,683500,0.143,,,,,,,,,,,,,640700,0.108,685600,0.143,,,,,,,,
0,171,University of Rochester ,0.85,231000,402300,0.053,123800,509500,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,172,Southern Methodist University (SMU) ,0.8,226100,401900,0.054,121900,506100,0.087,,,,,587200,0.068,691300,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,173,University of Texas (UT) - Austin (Out-Of-State),0.79,202800,400400,0.058,164500,438700,0.069,75980,0.018,114300,0.028,394100,0.057,432400,0.068,772800,0.083,811100,0.095,475200,0.064,513500,0.075,,,,,729800,0.081,768100,0.092,144500,0.029,182800,0.04,164100,0.032,202400,0.043,,,,,496500,0.066,534800,0.077,,,,,,,,
1,174,University of Alaska - Anchorage Campus (In-State),0.26,85530,400300,0.093,61770,424100,0.11,,,,,310300,0.081,334000,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,175,"Miami University - Oxford, OH (In-State)",0.8,124100,400000,0.076,94290,429800,0.091,74340,0.025,104100,0.04,549800,0.09,579600,0.105,787600,0.107,817400,0.122,,,,,,,,,,,,,499600,0.086,529400,0.101,,,,,,,,,,,,,,,,,,,,
4,176,Texas Tech University (In-State),0.62,88390,398800,0.091,58030,429100,0.114,,,,,334000,0.083,364400,0.106,706500,0.118,736900,0.142,,,,,,,,,732800,0.12,763200,0.144,,,,,391500,0.09,421800,0.113,,,,,,,,,,,,,,,,
4,177,North Carolina State University (NCSU) (Out-Of-State),0.71,140900,398600,0.071,98590,440900,0.09,,,,,337900,0.065,380200,0.084,743300,0.098,785600,0.118,,,,,,,,,584300,0.087,626600,0.107,,,,,185200,0.045,227500,0.063,,,,,,,,,,,,,,,,
3,178,University of Oklahoma (In-State),0.66,96990,398000,0.087,65740,429300,0.108,,,,,413100,0.088,444400,0.11,677700,0.111,709000,0.133,,,,,,,,,698600,0.113,729800,0.135,,,,,,,,,,,,,,,,,,,,,,,,
6,179 (tie),University of Southern California (USC) ,0.9,237300,397600,0.052,110200,524700,0.093,131300,0.024,258300,0.064,562700,0.064,689800,0.106,833300,0.08,960300,0.122,398400,0.052,525500,0.093,,,,,,,,,-16000,-0.002,111000,0.037,,,,,,,,,,,,,61970,0.013,189000,0.053,,,,
2,179 (tie),"University of Maryland, Baltimore County (UMBC) (Out-Of-State)",0.61,147500,397600,0.069,112100,433100,0.084,,,,,162500,0.04,197900,0.054,685200,0.092,720700,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,181,University of Massachusetts (UMass) - Amherst Campus (In-State),0.7,101500,397400,0.085,71490,427400,0.104,155400,0.049,185400,0.068,397300,0.085,427300,0.104,846200,0.12,876200,0.14,391300,0.084,421300,0.103,,,,,,,,,,,,,556500,0.1,586500,0.119,,,,,517500,0.096,547500,0.116,,,,,,,,
7,182,University of Colorado - Boulder (UCB) (In-State),0.68,116100,395800,0.079,78460,433400,0.1,,,,,412900,0.081,450500,0.102,914800,0.117,952400,0.139,340900,0.073,378500,0.094,,,,,633500,0.1,671100,0.121,84940,0.03,122600,0.05,228700,0.058,266300,0.079,,,,,,,,,208000,0.054,245600,0.075,,,,
8,183,Rutgers University - New Brunswick Campus (Out-Of-State),0.79,171100,394700,0.063,121900,443800,0.082,136000,0.031,185100,0.049,720100,0.088,769200,0.106,619800,0.081,669000,0.1,672500,0.085,721700,0.103,,,,,707300,0.087,756500,0.106,28710,0.009,77880,0.027,295500,0.053,344700,0.071,,,,,,,,,217700,0.044,266800,0.061,,,,
5,184,Michigan State University (MSU) (In-State),0.79,97420,392900,0.086,56140,434200,0.116,,,,,494600,0.096,535900,0.127,762900,0.117,804200,0.148,,,,,,,,,651400,0.109,692700,0.14,124800,0.044,166100,0.073,,,,,,,,,358200,0.082,399500,0.112,,,,,,,,
7,185,University of California - Irvine (UCI) (Out-Of-State),0.86,216200,392000,0.055,147700,460500,0.075,-53900,-0.013,14550,0.006,539300,0.066,607800,0.087,832300,0.084,900800,0.105,,,,,,,,,643600,0.073,712100,0.094,263800,0.042,332300,0.062,216900,0.037,285400,0.057,,,,,,,,,129500,0.025,198000,0.045,,,,
1,186,Fairfield University ,0.81,220400,390400,0.054,132800,478000,0.081,,,,,455500,0.059,543100,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,187,Western New England College ,0.62,188200,389800,0.059,119200,458700,0.084,,,,,401800,0.061,470700,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,188,University of New England (UNE) ,0.58,187800,386100,0.059,122000,451900,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,189,Fordham University ,0.81,233300,385500,0.052,149800,469000,0.075,,,,,574700,0.066,658300,0.09,,,,,540200,0.063,623700,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,190,Oregon Institute of Technology (OIT) (Out-Of-State),0.49,148900,384100,0.068,123900,409000,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,191,"Seton Hall University - South Orange, NJ ",0.67,201800,384000,0.056,111200,474700,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,192,Bradley University ,0.78,161500,382800,0.064,100500,443800,0.09,,,,,322700,0.058,383700,0.084,,,,,,,,,,,,,638900,0.085,699800,0.111,,,,,,,,,,,,,,,,,,,,,,,,
5,193,Iowa State University (In-State),0.71,83910,382500,0.091,52850,413600,0.117,107800,0.044,138900,0.068,336300,0.086,367400,0.111,849200,0.13,880200,0.156,,,,,,,,,643700,0.116,674800,0.142,,,,,153700,0.055,184700,0.08,,,,,,,,,,,,,,,,
2,194,"Pace University - New York, NY ",0.56,215400,381400,0.054,110100,486800,0.09,,,,,459300,0.06,564600,0.097,409200,0.056,514500,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,195,Weber State University (In-State),0.37,85810,381300,0.09,65400,401800,0.105,-51600,-0.043,-31200,-0.03,325700,0.083,346100,0.098,594800,0.111,615200,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,196,Arizona State University (ASU) (In-State),0.57,97530,381000,0.085,57440,421100,0.114,163200,0.052,203300,0.08,460500,0.093,500600,0.122,686300,0.112,726400,0.141,,,,,-9540,-0.004,30550,0.023,745800,0.116,785900,0.146,168900,0.053,209000,0.081,,,,,,,,,404200,0.087,444300,0.116,,,,,340100,0.08,380200,0.109
2,197,University of Texas at Dallas (Out-Of-State),0.64,154100,380900,0.066,90260,444700,0.095,,,,,190900,0.043,254800,0.071,693800,0.091,757600,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,198,New York University (NYU) ,0.85,235200,379000,0.051,153200,461000,0.074,170300,0.029,252300,0.052,661000,0.071,742900,0.094,,,,,596100,0.067,678100,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,199,Providence College ,0.87,212400,377200,0.054,124100,465400,0.083,,,,,308400,0.048,396600,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,200,Ramapo College of New Jersey (In-State),0.73,116100,375500,0.077,62070,429500,0.111,,,,,460600,0.085,514600,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
