numMajors,Rank,School,Grad Rate,2013cost,all_20netroi,all_annualroi,2013cost_aid,all_20netroi_aid,all_annualroi_aid,art_20netroi,art_annualroi,art_20netroi_aid,art_annualroi_aid,bus_20netroi,bus_annualroi,bus_20netroi_aid,bus_annualroi_aid,cs_20netroi,cs_annualroi,cs_20netroi_aid,cs_annualroi_aid,econ_20netroi,econ_annualroi,econ_20netroi_aid,econ_annualroi_aid,edu_20netroi,edu_annualroi,edu_20netroi_aid,edu_annualroi_aid,eng_20netroi,eng_annualroi,eng_20netroi_aid,eng_annualroi_aid,humanities_20netroi,humanities_annualroi,humanities_20netroi_aid,humanities_annualroi_aid,lifesci_20netroi,lifesci_annualroi,lifesci_20netroi_aid,lifesci_annualroi_aid,math_20netroi,math_annualroi,math_20netroi_aid,math_annualroi_aid,nurse_20netroi,nurse_annualroi,nurse_20netroi_aid,nurse_annualroi_aid,polisci_20netroi,polisci_annualroi,polisci_20netroi_aid,polisci_annualroi_aid,social_20netroi,social_annualroi,social_20netroi_aid,social_annualroi_aid
0,575,Saint Francis University ,0.65,170400,233700,0.046,95270,308800,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,576 (tie),Sam Houston State University (Out-Of-State),0.48,116600,233600,0.058,89340,260800,0.072,36250,0.015,63470,0.029,323800,0.07,351000,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132900,0.04,160100,0.054
1,576 (tie),Tarleton State University (TSU) (In-State),0.39,78850,233600,0.073,54670,257700,0.093,,,,,186300,0.064,210500,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,578,Georgia State University (In-State),0.51,108500,233200,0.061,68870,272800,0.085,,,,,343200,0.076,382800,0.1,592500,0.1,632100,0.125,,,,,,,,,,,,,-2060,0.001,37570,0.024,,,,,,,,,382900,0.08,422600,0.105,43200,0.019,82830,0.042,,,,
1,579,Messiah College ,0.76,159700,233000,0.048,99790,292900,0.073,,,,,290500,0.055,350400,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,580,CUNY - Hunter College (Out-Of-State),0.46,116300,232700,0.058,83520,265400,0.076,65520,0.024,98280,0.041,422800,0.081,455600,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,581,Lebanon Valley College ,0.72,179400,232500,0.044,107000,304900,0.071,,,,,232900,0.044,305300,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,582,Muhlenberg College ,0.87,206100,232300,0.04,130000,308400,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,583 (tie),Cleveland State University (In-State),0.34,116500,232200,0.058,85020,263700,0.075,,,,,236800,0.059,268300,0.076,377100,0.077,408600,0.094,,,,,,,,,487300,0.088,518800,0.105,,,,,,,,,,,,,,,,,,,,,,,,
4,583 (tie),Ohio University - Main Campus (Out-Of-State),0.64,141000,232200,0.052,116900,256300,0.061,38460,0.014,62620,0.023,335100,0.064,359200,0.074,,,,,,,,,,,,,525500,0.083,549600,0.093,,,,,,,,,,,,,462300,0.077,486500,0.087,,,,,,,,
1,585,Howard University ,0.63,147400,231900,0.05,81320,298000,0.082,-16800,-0.004,49300,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,586,William Jewell College ,0.69,166600,231800,0.046,87140,311200,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,587,University of Texas at San Antonio (UTSA) (In-State),0.28,94100,231600,0.066,60710,265000,0.089,,,,,223000,0.064,256400,0.088,550600,0.103,584000,0.127,,,,,,,,,563000,0.104,596400,0.128,,,,,,,,,,,,,,,,,,,,,,,,
1,588,Youngstown State University (YSU) (In-State),0.32,97060,230700,0.064,66100,261700,0.085,,,,,165100,0.053,196100,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,589,University of Kansas (Out-Of-State),0.64,150900,230200,0.049,120900,260100,0.061,-28000,-0.009,1935,0.002,333300,0.062,363300,0.074,655700,0.089,685700,0.101,,,,,,,,,,,,,3111,0.003,33070,0.014,132300,0.034,162300,0.045,,,,,412100,0.07,442000,0.082,,,,,,,,
6,590,University of South Carolina - Main Campus (In-State),0.72,96740,230100,0.064,65760,261100,0.085,,,,,250300,0.068,281300,0.089,410000,0.088,441000,0.109,,,,,,,,,522400,0.099,553400,0.12,,,,,85270,0.034,116300,0.054,,,,,301600,0.075,332500,0.096,115800,0.042,146700,0.062,,,,
0,591 (tie),Baker University ,0.55,152300,229900,0.049,77670,304500,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,591 (tie),University of Texas at El Paso (UTEP) (Out-Of-State),0.38,140600,229900,0.051,92710,277800,0.073,,,,,171100,0.042,219000,0.064,,,,,,,,,,,,,590700,0.088,638600,0.111,,,,,,,,,,,,,,,,,,,,,,,,
0,593 (tie),University of Miami (UM) - Florida ,0.81,232800,229600,0.037,122500,339900,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,593 (tie),Temple University (Out-Of-State),0.66,172700,229600,0.045,139400,262900,0.056,74360,0.02,107600,0.031,242100,0.046,275400,0.058,614400,0.081,647600,0.092,,,,,21900,0.008,55180,0.018,607700,0.08,641000,0.092,-30600,-0.008,2653,0.003,,,,,,,,,,,,,,,,,,,,
1,595 (tie),Idaho State University (ISU) (Out-Of-State),0.35,139000,228700,0.052,113400,254400,0.062,,,,,70320,0.022,95940,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,595 (tie),Minnesota State University - Mankato Campus (Out-Of-State),0.52,109400,228700,0.06,89330,248800,0.071,,,,,211800,0.057,231800,0.068,660600,0.104,680600,0.116,,,,,,,,,577900,0.098,598000,0.109,,,,,,,,,,,,,,,,,,,,,,,,
1,597,Roosevelt University ,0.42,178600,228200,0.044,109700,297100,0.069,,,,,210600,0.041,279500,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,598 (tie),Roger Williams University ,0.61,194700,228100,0.041,141100,281700,0.058,,,,,324400,0.052,378000,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,598 (tie),Southern University and A&M College (Out-Of-State),0.28,96060,228100,0.064,74140,250000,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,600,Southern Nazarene University ,0.4,135000,227600,0.052,79580,283000,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,601,"East Central University - Ada, OK (Out-Of-State)",0.33,97730,226900,0.064,62720,261900,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,602,Saint Leo University ,0.43,133000,226700,0.053,71640,288100,0.086,,,,,240600,0.055,302000,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,603,Kalamazoo College ,0.81,197700,226400,0.041,110500,313600,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,604,University of Oregon (In-State),0.67,93310,225700,0.065,62160,256900,0.087,-19300,-0.01,11840,0.01,395200,0.088,426400,0.11,,,,,,,,,,,,,,,,,173200,0.056,204400,0.077,,,,,,,,,,,,,336100,0.081,367200,0.103,,,,
0,605 (tie),Wellesley College ,0.92,223200,225600,0.037,76390,372500,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,605 (tie),Pacific Lutheran University ,0.7,177500,225600,0.044,99880,303200,0.074,,,,,455700,0.067,533300,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,607,Rowan University (Out-Of-State),0.71,154900,225500,0.048,114600,265800,0.064,41220,0.014,81530,0.029,340100,0.062,380400,0.078,641800,0.087,682100,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,608,"Concordia University - Saint Paul, MN ",0.47,172500,225100,0.044,86640,310900,0.081,,,,,284100,0.052,370000,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,609 (tie),Youngstown State University (YSU) (Out-Of-State),0.32,102800,225000,0.061,71860,256000,0.081,,,,,159400,0.05,190300,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,609 (tie),Wichita State University (Out-Of-State),0.41,112500,225000,0.058,87360,250100,0.072,63540,0.024,88680,0.037,133100,0.041,158200,0.055,,,,,,,,,,,,,719700,0.107,744800,0.121,,,,,,,,,,,,,,,,,,,,,,,,
0,611,Simmons College ,0.67,207800,224800,0.039,129500,303200,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,612,Bowie State University (BSU) (In-State),0.35,92400,224000,0.065,50410,266000,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,613,Elon University ,0.83,161200,223900,0.046,117500,267600,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,614 (tie),St. Ambrose University ,0.63,154400,223800,0.048,92060,286200,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,614 (tie),California State University - Long Beach (CSULB) (Out-Of-State),0.57,159300,223800,0.047,110200,273000,0.066,25750,0.009,74890,0.028,248300,0.05,297400,0.069,701000,0.09,750100,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,616,Southern Illinois University (SIU) - Edwardsville Campus (In-State),0.52,105000,223600,0.06,76290,252400,0.078,,,,,159600,0.049,188300,0.066,,,,,,,,,,,,,491100,0.092,519800,0.11,,,,,,,,,,,,,,,,,,,,,,,,
2,617,Northern Kentucky University (NKU) (In-State),0.37,84380,223500,0.069,57480,250400,0.089,,,,,256000,0.074,282900,0.095,482100,0.102,509000,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,618 (tie),University of Vermont (UVM) (Out-Of-State),0.76,190400,223400,0.041,136300,277400,0.059,,,,,308500,0.051,362500,0.069,,,,,,,,,,,,,,,,,99670,0.023,153700,0.04,,,,,,,,,,,,,,,,,,,,
4,618 (tie),Saint Cloud State University (Out-Of-State),0.5,116500,223400,0.057,93350,246600,0.068,,,,,265400,0.063,288500,0.075,431500,0.082,454600,0.094,,,,,-68300,-0.042,-45200,-0.031,,,,,,,,,72250,0.026,95400,0.038,,,,,,,,,,,,,,,,
1,620 (tie),Barry University ,0.41,190000,223200,0.041,92400,320800,0.08,,,,,225600,0.042,323200,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,620 (tie),San Francisco State University (SFSU) (Out-Of-State),0.47,169700,223200,0.045,119900,273000,0.063,118000,0.028,167800,0.046,258700,0.049,308500,0.067,,,,,,,,,,,,,,,,,-549,0.001,49260,0.019,,,,,,,,,,,,,,,,,,,,
5,622,Towson University (Out-Of-State),0.66,147700,223100,0.049,112300,258500,0.063,91350,0.026,126700,0.04,334000,0.063,369400,0.077,531700,0.081,567100,0.096,170300,0.041,205700,0.055,-50300,-0.019,-14900,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,623,Furman University ,0.83,211200,222500,0.038,126900,306800,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,624,Texas State University - San Marcos Campus (In-State),0.55,87290,222400,0.067,48710,260900,0.099,-11700,-0.006,26820,0.024,297500,0.079,336100,0.111,615000,0.112,653600,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,625,"Robert Morris University (RMU) - Moon Township, PA ",0.54,160800,222100,0.046,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,626,University of New Mexico (UNM) (Out-Of-State),0.46,151200,221800,0.048,124500,248500,0.058,,,,,230400,0.049,257000,0.059,821000,0.099,847700,0.11,,,,,,,,,766900,0.096,793600,0.107,,,,,,,,,,,,,,,,,,,,,,,,
0,627 (tie),Central College ,0.69,164000,221600,0.045,86130,299400,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,627 (tie),Truman State University (In-State),0.74,79510,221600,0.071,50390,250700,0.095,,,,,271300,0.079,300400,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,629,South Dakota State University (SDSU) (In-State),0.55,79650,221500,0.07,62060,239000,0.084,,,,,,,,,,,,,,,,,,,,,510600,0.107,528200,0.121,,,,,,,,,,,,,,,,,,,,,,,,
0,630 (tie),St. Xavier University ,0.54,164200,221300,0.045,81390,304200,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,630 (tie),Kennesaw State University (In-State),0.42,101500,221300,0.061,75400,247400,0.077,,,,,323900,0.076,350000,0.092,577500,0.101,603600,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,632,Curry College ,0.43,191300,221100,0.041,131800,280600,0.06,,,,,223600,0.041,283200,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,633,Bowdoin College ,0.95,224700,221000,0.037,94330,351400,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,634,"Loyola University - Chicago, IL ",0.7,200300,220200,0.039,122900,297600,0.065,,,,,246400,0.043,323800,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,635 (tie),University of North Florida (UNF) (Out-Of-State),0.48,148800,219800,0.048,120100,248600,0.059,23640,0.009,52420,0.02,281700,0.056,310500,0.068,721000,0.094,749800,0.106,,,,,,,,,,,,,-32300,-0.011,-3570,0,,,,,,,,,,,,,,,,,,,,
2,635 (tie),Salisbury University (Out-Of-State),0.67,121500,219800,0.055,103900,237400,0.063,-1380,0.001,16160,0.009,256800,0.06,274300,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,637 (tie),University of Pittsburgh - Johnstown Campus (Out-Of-State),0.55,149900,219400,0.048,121200,248100,0.059,,,,,114400,0.03,143100,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,637 (tie),Boise State University (BSU) (In-State),0.28,89220,219400,0.066,65100,243500,0.083,,,,,269000,0.074,293100,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,639,Northern Arizona University (NAU) (In-State),0.49,93950,218800,0.064,53150,259600,0.094,,,,,292000,0.075,332800,0.106,,,,,,,,,-59200,-0.047,-18400,-0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,640,University of North Dakota (Out-Of-State),0.54,130700,218700,0.052,113600,235800,0.06,,,,,40720,0.015,57890,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,641,Tennessee State University (In-State),0.35,81940,218600,0.069,40370,260200,0.107,,,,,133900,0.051,175400,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,642,Central Washington University (CWU) (Out-Of-State),0.53,142100,218200,0.049,116400,243900,0.06,111900,0.031,137600,0.041,286900,0.059,312500,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,643,Massachusetts College of Art and Design (In-State),0.65,107200,218000,0.059,72120,253100,0.08,215500,0.058,250600,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,644,Augusta State University (In-State),0.25,95510,217900,0.063,69940,243500,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,645,Cleveland State University (Out-Of-State),0.34,130900,217700,0.052,99450,249200,0.066,,,,,222400,0.053,253900,0.067,362700,0.07,394100,0.085,,,,,,,,,472900,0.081,504400,0.096,,,,,,,,,,,,,,,,,,,,,,,,
1,646 (tie),"Assumption College - Worcester, MA ",0.75,182000,217300,0.042,106300,293000,0.07,,,,,353100,0.057,428800,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,646 (tie),Friends University ,0.32,147100,217300,0.048,87200,277200,0.076,,,,,191200,0.044,251100,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,646 (tie),University of Alabama - Birmingham Campus (In-State),0.48,93220,217300,0.064,63610,247000,0.084,,,,,202700,0.061,232300,0.082,453800,0.094,483500,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,649,Framingham State University (Out-Of-State),0.52,115500,217100,0.056,98880,233700,0.064,,,,,170200,0.048,186800,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,650 (tie),Connecticut College ,0.85,227400,216900,0.036,97410,346900,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,650 (tie),Philadelphia University ,0.61,190000,216900,0.04,114500,292400,0.067,160300,0.033,235800,0.059,290900,0.049,366500,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,650 (tie),University of Texas - Pan American (UTPA) (In-State),0.39,71480,216900,0.074,29100,259300,0.123,,,,,231500,0.077,273900,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,653,Southern Illinois University (SIU) - Carbondale Campus (Out-Of-State),0.48,155300,216100,0.046,110400,260900,0.064,-7470,-0.001,37360,0.016,215900,0.046,260700,0.064,306400,0.058,351200,0.076,,,,,,,,,551900,0.081,596800,0.099,,,,,,,,,,,,,,,,,,,,,,,,
0,654,Dakota State University (In-State),0.44,76520,216000,0.071,59680,232900,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,655,Viterbo University ,0.52,140000,215700,0.049,73870,281900,0.084,,,,,124100,0.034,190200,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,656,"Allegheny College - Meadville, PA ",0.78,194600,215600,0.04,99610,310600,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,657,Langston University (In-State),0.16,71670,215300,0.074,42500,244500,0.102,,,,,134100,0.056,163200,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,658 (tie),Susquehanna University ,0.74,187400,214900,0.041,102800,299500,0.072,,,,,234400,0.043,319000,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,658 (tie),University of Akron - Main Campus (Out-Of-State),0.41,145100,214900,0.048,119000,241000,0.059,22070,0.009,48190,0.019,199800,0.046,225900,0.056,590100,0.086,616200,0.097,,,,,,,,,487800,0.078,513900,0.089,,,,,,,,,,,,,277100,0.057,303200,0.067,,,,,,,,
0,660 (tie),Ohio Wesleyan University (OWU) ,0.68,204400,214700,0.038,100000,319100,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,660 (tie),Bloomsburg University of Pennsylvania (In-State),0.64,89250,214700,0.065,65530,238400,0.081,,,,,251900,0.071,275600,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,662,University of Texas at Tyler (In-State),0.41,83460,214600,0.067,50420,247600,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,663,Wilkes University ,0.61,181400,214200,0.041,103300,292300,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,664,South Dakota State University (SDSU) (Out-Of-State),0.55,87020,214100,0.066,69440,231700,0.078,,,,,,,,,,,,,,,,,,,,,503200,0.102,520800,0.115,,,,,,,,,,,,,,,,,,,,,,,,
1,665,Nebraska Wesleyan University (NWU) ,0.65,147500,213800,0.048,94080,267200,0.071,,,,,257300,0.053,310700,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,666,Southern Wesleyan University (SWU) ,0.57,131400,213700,0.051,75400,269700,0.081,,,,,270300,0.059,326200,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,667,University of Louisiana - Monroe Campus (In-State),0.37,70860,213500,0.074,38000,246400,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,668,SUNY - Purchase College (In-State),0.59,90510,212400,0.064,67700,235200,0.08,277000,0.074,299800,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,669,SUNY - College of Environmental Science and Forestry (SUNY-ESF) (In-State),0.67,95080,211900,0.062,70330,236700,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,670 (tie),University of New Orleans (UNO) (Out-Of-State),0.34,130100,211000,0.051,95690,245400,0.067,,,,,166300,0.044,200700,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,670 (tie),Troy University (In-State),0.34,75400,211000,0.071,44600,241800,0.099,,,,,174500,0.063,205300,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,672 (tie),"Wayne State University - Detroit, MI (Out-Of-State)",0.28,150000,210700,0.047,113300,247300,0.061,,,,,177400,0.041,214100,0.056,,,,,,,,,,,,,615100,0.087,651700,0.102,,,,,,,,,,,,,,,,,,,,,,,,
2,672 (tie),Winona State University (In-State),0.53,90240,210700,0.064,73800,227200,0.075,,,,,181200,0.058,197600,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163500,0.055,180000,0.065
7,674,Indiana University (IU) - Bloomington (Out-Of-State),0.75,175000,210600,0.042,127800,257700,0.058,-45300,-0.013,1823,0.002,462700,0.069,509900,0.085,480100,0.07,527200,0.087,440400,0.067,487600,0.084,-184000,<-16.7%,-137000,<-16%,,,,,,,,,170800,0.036,217900,0.053,,,,,,,,,,,,,18490,0.007,65640,0.023
0,675,Dordt College ,0.72,139700,210400,0.049,89600,260500,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,676,Le Moyne College ,0.69,169800,210300,0.043,92410,287700,0.075,,,,,265000,0.05,342400,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,677 (tie),McNeese State University (Out-Of-State),0.38,106500,210100,0.058,78040,238600,0.074,,,,,155300,0.048,183800,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,677 (tie),West Chester University (Out-Of-State),0.69,138900,210100,0.049,115700,233300,0.058,-52300,-0.022,-29200,-0.013,509400,0.082,532500,0.092,,,,,,,,,58700,0.019,81850,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,679,University of Maine at Orono (Out-Of-State),0.59,167500,209900,0.043,128700,248800,0.057,,,,,215100,0.044,253900,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,680,Marist College ,0.8,180400,209700,0.041,133500,256500,0.057,,,,,,,,,483200,0.069,530100,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,681,Grand View University (GVU) ,0.49,129600,209500,0.051,75370,263800,0.08,,,,,152100,0.041,206300,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,682,Florida Atlantic University (FAU) (Out-Of-State),0.41,138600,209400,0.049,112200,235800,0.06,89380,0.027,115700,0.038,265200,0.057,291600,0.068,705500,0.096,731900,0.108,,,,,-119000,-0.093,-93100,-0.083,,,,,,,,,,,,,,,,,306100,0.062,332500,0.073,,,,,,,,
3,683,Indiana University-Purdue University - Indianapolis (IUPUI) (In-State),0.39,109100,209000,0.057,67560,250600,0.082,109100,0.037,150700,0.062,187200,0.053,228700,0.078,163900,0.049,205400,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,684,Dakota State University (Out-Of-State),0.44,83940,208600,0.066,67100,225500,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,685,Mississippi State University (MSU) (Out-Of-State),0.58,126600,208500,0.052,94750,240300,0.067,-126000,-0.219,-93900,-0.208,127500,0.037,159300,0.052,,,,,,,,,,,,,545400,0.089,577200,0.105,,,,,,,,,,,,,,,,,,,,,,,,
0,686 (tie),Walla Walla University ,0.51,157400,208100,0.045,100400,265100,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,686 (tie),Limestone College ,0.43,152500,208100,0.046,98660,261900,0.069,,,,,131800,0.033,185600,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,688,Christopher Newport University (Out-Of-State),0.67,136400,208000,0.049,119000,225400,0.056,,,,,321100,0.064,338500,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,689,Pratt Institute ,0.64,228500,207900,0.035,152600,283800,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,690,West Texas A & M University (Out-Of-State),0.44,104400,207800,0.058,75250,236900,0.075,,,,,131500,0.043,160700,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,691 (tie),Virginia Commonwealth University (VCU) (In-State),0.56,109900,207400,0.056,65000,252400,0.084,53050,0.022,97990,0.049,231700,0.06,276600,0.088,271300,0.066,316200,0.094,,,,,-152000,<-16.7%,-107000,<-16%,,,,,,,,,,,,,,,,,369600,0.078,414600,0.107,,,,,15630,0.008,60580,0.035
0,691 (tie),Louisiana State University (LSU) (Out-Of-State),0.67,139300,207400,0.048,106000,240700,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,693,University of West Florida (UWF) (In-State),0.45,77010,206300,0.069,51150,232100,0.091,,,,,179100,0.064,204900,0.086,440800,0.102,466600,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,694,Barnard College - Columbia University ,0.9,231400,205000,0.034,89830,346500,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,695,Western Michigan University (WMU) (Out-Of-State),0.56,156500,203800,0.044,131700,228600,0.053,,,,,274000,0.054,298800,0.063,406100,0.068,430900,0.077,,,,,-176000,<-16.7%,-152000,<-16%,532600,0.079,557400,0.088,,,,,,,,,,,,,,,,,,,,,,,,
1,696,Salem State University (In-State),0.45,95640,203700,0.06,68320,231000,0.078,,,,,158400,0.052,185800,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,697,Millersville University of Pennsylvania (In-State),0.64,85090,203600,0.065,60150,228500,0.083,,,,,213000,0.066,237900,0.085,427900,0.096,452800,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
